"NAME","variable","percent"
"Boring CDP, Oregon","B01001_030",2.50125062531266
"Boring CDP, Oregon","B01001_031",0
"Boring CDP, Oregon","B01001_032",0.900450225112556
"Boring CDP, Oregon","B01001_033",0
"Boring CDP, Oregon","B01001_034",1.35067533766883
"Boring CDP, Oregon","B01001_035",0.750375187593797
"Boring CDP, Oregon","B01001_036",3.90195097548774
"Boring CDP, Oregon","B01001_037",2.10105052526263
"Boring CDP, Oregon","B01001_038",3.55177588794397
"Boring CDP, Oregon","B01001_039",4.00200100050025
"Boring CDP, Oregon","B01001_040",3.25162581290645
"Boring CDP, Oregon","B01001_041",2.25112556278139
"Boring CDP, Oregon","B01001_042",1.25062531265633
"Boring CDP, Oregon","B01001_043",1.90095047523762
"Boring CDP, Oregon","B01001_044",4.70235117558779
"Boring CDP, Oregon","B01001_045",0.450225112556278
"Boring CDP, Oregon","B01001_046",3.80190095047524
"Boring CDP, Oregon","B01001_047",1.75087543771886
"Boring CDP, Oregon","B01001_048",1.45072536268134
"Boring CDP, Oregon","B01001_049",1.55077538769385
"Bull Mountain CDP, Oregon","B01001_001",100
"Bull Mountain CDP, Oregon","B01001_002",48.9680460974332
"Bull Mountain CDP, Oregon","B01001_003",1.38292299633316
"Bull Mountain CDP, Oregon","B01001_004",2.66107909900471
"Bull Mountain CDP, Oregon","B01001_005",5.38501833420639
"Bull Mountain CDP, Oregon","B01001_006",3.64588789942378
"Bull Mountain CDP, Oregon","B01001_007",1.49816657936092
"Bull Mountain CDP, Oregon","B01001_008",0.199057097957046
"Bull Mountain CDP, Oregon","B01001_009",0
"Bull Mountain CDP, Oregon","B01001_010",2.91251964379256
"Bull Mountain CDP, Oregon","B01001_011",1.16291251964379
"Bull Mountain CDP, Oregon","B01001_012",2.9020429544264
"Bull Mountain CDP, Oregon","B01001_013",2.53535882661079
"Bull Mountain CDP, Oregon","B01001_014",4.36877946568884
"Bull Mountain CDP, Oregon","B01001_015",4.18019905709796
"Bull Mountain CDP, Oregon","B01001_016",3.48873755893138
"Bull Mountain CDP, Oregon","B01001_017",5.15453116815086
"Bull Mountain CDP, Oregon","B01001_018",0.597171293871137
"Bull Mountain CDP, Oregon","B01001_019",2.27344159245678
"Bull Mountain CDP, Oregon","B01001_020",1.48768988999476
"Bull Mountain CDP, Oregon","B01001_021",0.639078051335778
"Bull Mountain CDP, Oregon","B01001_022",1.90675746464117
"Bull Mountain CDP, Oregon","B01001_023",0.303823991618648
"Bull Mountain CDP, Oregon","B01001_024",0.251440544787847
"Bull Mountain CDP, Oregon","B01001_025",0.0314300680984809
"Bull Mountain CDP, Oregon","B01001_026",51.0319539025668
"Bull Mountain CDP, Oregon","B01001_027",3.02776322682032
"Bull Mountain CDP, Oregon","B01001_028",3.76113148245155
"Bull Mountain CDP, Oregon","B01001_029",3.11157674174961
"Bull Mountain CDP, Oregon","B01001_030",2.26296490309062
"Bull Mountain CDP, Oregon","B01001_031",0.838135149292824
"Bull Mountain CDP, Oregon","B01001_032",0
"Bull Mountain CDP, Oregon","B01001_033",0.859088528025144
"Bull Mountain CDP, Oregon","B01001_034",1.67627029858565
"Bull Mountain CDP, Oregon","B01001_035",1.66579360921949
"Bull Mountain CDP, Oregon","B01001_036",3.53064431639602
"Bull Mountain CDP, Oregon","B01001_037",2.76584599266632
"Bull Mountain CDP, Oregon","B01001_038",5.77265584075432
"Bull Mountain CDP, Oregon","B01001_039",2.88108957569408
"Bull Mountain CDP, Oregon","B01001_040",3.77160817181771
"Bull Mountain CDP, Oregon","B01001_041",5.31168150864327
"Bull Mountain CDP, Oregon","B01001_042",0.932425353588266
"Bull Mountain CDP, Oregon","B01001_043",1.63436354112101
"Bull Mountain CDP, Oregon","B01001_044",2.744892613934
"Bull Mountain CDP, Oregon","B01001_045",1.62388685175485
"Bull Mountain CDP, Oregon","B01001_046",2.07438449449974
"Bull Mountain CDP, Oregon","B01001_047",0.534311157674175
"Bull Mountain CDP, Oregon","B01001_048",0.136196961760084
"Bull Mountain CDP, Oregon","B01001_049",0.115243583027763
"Canby city, Oregon","B01001_001",100
"Canby city, Oregon","B01001_002",46.913375373382
"Canby city, Oregon","B01001_003",2.2402920677066
"Canby city, Oregon","B01001_004",3.08662462661799
"Canby city, Oregon","B01001_005",3.00918243168492
"Canby city, Oregon","B01001_006",2.18497621418298
"Canby city, Oregon","B01001_007",0.464653169598407
"Canby city, Oregon","B01001_008",0.304237194379909
"Canby city, Oregon","B01001_009",0.475716340303131
"Canby city, Oregon","B01001_010",1.63181767894679
"Canby city, Oregon","B01001_011",2.83217170040934
"Canby city, Oregon","B01001_012",3.22491426042704
"Canby city, Oregon","B01001_013",4.33123133089944
"Canby city, Oregon","B01001_014",2.46708706715345
"Canby city, Oregon","B01001_015",2.85429804181879
"Canby city, Oregon","B01001_016",4.19847328244275
"Canby city, Oregon","B01001_017",3.09768779732271
"Canby city, Oregon","B01001_018",1.57650182542317
"Canby city, Oregon","B01001_019",1.86414426374599
"Canby city, Oregon","B01001_020",0.735700851864144
"Canby city, Oregon","B01001_021",1.04546963159642
"Canby city, Oregon","B01001_022",2.25688682376369
"Canby city, Oregon","B01001_023",1.39949109414758
"Canby city, Oregon","B01001_024",1.12291182652948
"Canby city, Oregon","B01001_025",0.508905852417303
"Canby city, Oregon","B01001_026",53.086624626618
"Canby city, Oregon","B01001_027",1.88073901980308
"Canby city, Oregon","B01001_028",3.65637791791127
"Canby city, Oregon","B01001_029",3.88870450271048
"Canby city, Oregon","B01001_030",3.60659364974002
"Canby city, Oregon","B01001_031",1.74244938599403
"Canby city, Oregon","B01001_032",0.414868901427149
"Canby city, Oregon","B01001_033",0.481247925655493
"Canby city, Oregon","B01001_034",0.9459010952539
"Canby city, Oregon","B01001_035",2.77132426153336
"Canby city, Oregon","B01001_036",2.65516096913375
"Canby city, Oregon","B01001_037",2.78791901759044
"Canby city, Oregon","B01001_038",2.93174023675185
"Canby city, Oregon","B01001_039",4.35888925766125
"Canby city, Oregon","B01001_040",3.6231884057971
"Canby city, Oregon","B01001_041",3.45724084522624
"Canby city, Oregon","B01001_042",1.24460670428145
"Canby city, Oregon","B01001_043",3.05896669985618
"Canby city, Oregon","B01001_044",1.2667330456909
"Canby city, Oregon","B01001_045",1.62075450824206
"Canby city, Oregon","B01001_046",2.45049231109636
"Canby city, Oregon","B01001_047",1.6594756057086
"Canby city, Oregon","B01001_048",1.03993804624405
"Canby city, Oregon","B01001_049",1.54331231330899
"Cedar Hills CDP, Oregon","B01001_001",100
"Cedar Hills CDP, Oregon","B01001_002",45.4316055094102
"Cedar Hills CDP, Oregon","B01001_003",1.91357375670277
"Cedar Hills CDP, Oregon","B01001_004",2.60750709704553
"Cedar Hills CDP, Oregon","B01001_005",2.54442224792346
"Cedar Hills CDP, Oregon","B01001_006",2.3446535590369
"Cedar Hills CDP, Oregon","B01001_007",0.714961623383451
"Cedar Hills CDP, Oregon","B01001_008",0.178740405845863
"Cedar Hills CDP, Oregon","B01001_009",0.231311113447587
"Cedar Hills CDP, Oregon","B01001_010",0.862159604668279
"Cedar Hills CDP, Oregon","B01001_011",4.54210913678898
"Cedar Hills CDP, Oregon","B01001_012",4.11102933445484
"Cedar Hills CDP, Oregon","B01001_013",3.8902323625276
"Cedar Hills CDP, Oregon","B01001_014",4.20565660813795
"Cedar Hills CDP, Oregon","B01001_015",2.75470507833035
"Cedar Hills CDP, Oregon","B01001_016",2.72316265376932
"Cedar Hills CDP, Oregon","B01001_017",2.1553990116707
"Cedar Hills CDP, Oregon","B01001_018",0.536221217537588
"Cedar Hills CDP, Oregon","B01001_019",1.29323940700242
"Cedar Hills CDP, Oregon","B01001_020",1.79791819997897
"Cedar Hills CDP, Oregon","B01001_021",0.704447481863106
"Cedar Hills CDP, Oregon","B01001_022",1.52455052045001
"Cedar Hills CDP, Oregon","B01001_023",2.27105456839449
"Cedar Hills CDP, Oregon","B01001_024",0.77804647250552
"Cedar Hills CDP, Oregon","B01001_025",0.746504047944485
"Cedar Hills CDP, Oregon","B01001_026",54.5683944905898
"Cedar Hills CDP, Oregon","B01001_027",7.07601724319209
"Cedar Hills CDP, Oregon","B01001_028",4.16360004205657
"Cedar Hills CDP, Oregon","B01001_029",4.20565660813795
"Cedar Hills CDP, Oregon","B01001_030",1.68226264325518
"Cedar Hills CDP, Oregon","B01001_031",1.65072021869414
"Cedar Hills CDP, Oregon","B01001_032",0
"Cedar Hills CDP, Oregon","B01001_033",0.325938387130691
"Cedar Hills CDP, Oregon","B01001_034",0.872673746188624
"Cedar Hills CDP, Oregon","B01001_035",3.70097781516139
"Cedar Hills CDP, Oregon","B01001_036",3.10167174850173
"Cedar Hills CDP, Oregon","B01001_037",3.20681316370518
"Cedar Hills CDP, Oregon","B01001_038",4.41593943854484
"Cedar Hills CDP, Oregon","B01001_039",4.4054252970245
"Cedar Hills CDP, Oregon","B01001_040",4.05845862685312
"Cedar Hills CDP, Oregon","B01001_041",1.48249395436863
"Cedar Hills CDP, Oregon","B01001_042",0.767532330985175
"Cedar Hills CDP, Oregon","B01001_043",0.862159604668279
"Cedar Hills CDP, Oregon","B01001_044",1.23015455788035
"Cedar Hills CDP, Oregon","B01001_045",0.956786878351383
"Cedar Hills CDP, Oregon","B01001_046",2.22899800231311
"Cedar Hills CDP, Oregon","B01001_047",1.61917779413311
"Cedar Hills CDP, Oregon","B01001_048",2.11334244558932
"Cedar Hills CDP, Oregon","B01001_049",0.441593943854484
"Cedar Mill CDP, Oregon","B01001_001",100
"Cedar Mill CDP, Oregon","B01001_002",49.1546847843261
"Cedar Mill CDP, Oregon","B01001_003",2.88618528466846
"Cedar Mill CDP, Oregon","B01001_004",2.95465318375731
"Cedar Mill CDP, Oregon","B01001_005",5.27202822984147
"Cedar Mill CDP, Oregon","B01001_006",3.67093274345605
"Cedar Mill CDP, Oregon","B01001_007",1.08495286248486
"Cedar Mill CDP, Oregon","B01001_008",0.237004266076789
"Cedar Mill CDP, Oregon","B01001_009",0.28967188076052
"Cedar Mill CDP, Oregon","B01001_010",1.48522673408121
"Cedar Mill CDP, Oregon","B01001_011",1.36409122030863
"Cedar Mill CDP, Oregon","B01001_012",3.23379154158108
"Cedar Mill CDP, Oregon","B01001_013",3.7394006425449
"Cedar Mill CDP, Oregon","B01001_014",3.39179438563227
"Cedar Mill CDP, Oregon","B01001_015",3.51819666087323
"Cedar Mill CDP, Oregon","B01001_016",4.94548901880234
"Cedar Mill CDP, Oregon","B01001_017",3.1916574498341
"Cedar Mill CDP, Oregon","B01001_018",0.510875862432191
